loc,cyclomatic_complexity,num_functions,avg_function_length,max_function_length,num_classes,duplicate_ratio,max_nesting_depth,comment_ratio,avg_params,severity
863.0,11.656758246865731,29.0,27.083189710320454,54.15913907090801,7.0,0.09463929600959224,0.0,0.49343600409423316,3.905820724606538,HIGH
945.0,10.079776492991012,13.0,30.16669327390235,29.502770265774117,2.0,0.13290596550469466,2.0,0.1002790892746171,1.3270815289068714,HIGH
620.0,5.746643899815496,21.0,11.912543440646164,81.82380750503356,4.0,0.06831974487312596,3.0,0.2483439511838318,0.6612996553192902,MEDIUM
162.0,8.705091808504713,36.0,25.305704665212453,34.338359601688396,4.0,0.011742811157953448,6.0,0.26566609191433127,1.0485054279418449,MEDIUM
1009.0,8.344166677949222,32.0,45.52534179790882,46.27978491867768,8.0,0.4067379164406624,6.0,0.39675495897273366,0.0,HIGH
545.0,6.615676631987735,21.0,23.96880115770416,32.322921943404396,5.0,0.1767356735506629,6.0,0.15983612507697087,1.5123230620219001,MEDIUM
605.0,6.984771940393783,36.0,0.0,19.486270746707547,5.0,0.07426162313710846,3.0,0.013589177778767902,4.782931058730604,MEDIUM
451.0,15.988866146849684,4.0,30.562141699299108,31.609015478818385,7.0,0.3460513696646331,5.0,0.39249215178506386,1.2495242879153319,HIGH
227.0,6.582488565838433,28.0,25.26790703375316,124.689046146696,2.0,0.1508406312374443,0.0,0.348421089498685,4.270690463746954,MEDIUM
1112.0,9.446575822842549,25.0,22.18054625656884,58.53873575026641,1.0,0.3836180723252609,1.0,0.11216634757629561,0.0,HIGH
940.0,18.26331167266675,10.0,30.985208578849345,30.330240305495288,2.0,0.18686191868935448,6.0,0.47839157747068584,3.0430133514593427,HIGH
776.0,9.068346045896364,15.0,109.46260953165346,100.30008897182047,6.0,0.5500248890901189,1.0,0.35140064442301017,0.7222668767879119,MEDIUM
488.0,11.35154248115642,16.0,0.0,39.60063303867699,5.0,0.06878392560741325,4.0,0.13942459649034983,0.648494650117742,MEDIUM
989.0,8.56121559291096,27.0,29.10891973415186,25.579243313259585,4.0,0.13305082804572096,5.0,0.05145695755936752,0.31079474274009583,MEDIUM
659.0,5.575306917507335,24.0,18.000112711787143,38.732475206262734,4.0,0.3332874637972245,0.0,0.6816317986218361,8.168578340370383,HIGH
537.0,3.6492645234850913,31.0,11.400912690010577,49.36178709563278,0.0,0.22603239094975378,4.0,0.3134188179163107,2.7505916304491165,MEDIUM
546.0,26.35183465060455,26.0,51.368950031274494,51.124757125355046,1.0,0.06675601180831928,1.0,0.3537375244978474,1.80166043273903,HIGH
280.0,3.8565267185442944,39.0,59.05518516525987,52.23462049100053,0.0,0.201870586894566,3.0,0.15146781384840138,2.020850323390708,MEDIUM
119.0,8.363236557514538,33.0,26.81955529135903,46.056798013416845,2.0,0.20047375979768092,6.0,0.13279100634343002,1.9943952262131392,MEDIUM
669.0,8.674961496001115,23.0,30.957918067326382,66.29170179439227,5.0,0.04276247387577327,2.0,0.358801898120265,2.586686451814831,MEDIUM
1066.0,6.191717296912888,0.0,17.08552294911505,34.92464672006689,9.0,0.09743751113840611,0.0,0.29741117897271097,0.32315284038971437,MEDIUM
85.0,3.247565195478438,14.0,23.016884311096966,22.90181044737909,6.0,0.2647055498397618,2.0,0.4647525765260732,8.57324886762973,MEDIUM
1031.0,1.6260974889256445,5.0,22.82444559529945,34.1005985448661,6.0,0.3284181215162281,1.0,0.5405741447867201,6.199655363305138,MEDIUM
994.0,2.1064722705502104,17.0,24.750944123001947,31.54008309980671,8.0,0.18737544679399576,3.0,0.25098042190443276,5.814095697388923,MEDIUM
339.0,8.23333958844168,39.0,5.897787284875517,142.56846759662866,6.0,0.48082643136775943,1.0,0.32433998716035145,3.7095781436776614,MEDIUM
761.0,1.1358877446913538,16.0,17.593343537062303,60.98117474588003,2.0,0.12130634084322992,5.0,0.5287179567203331,3.6375665471323275,MEDIUM
206.0,8.42624700494226,32.0,33.94848035927259,54.90355937135355,7.0,0.0353019727263159,2.0,0.6087604866349132,4.6674902081766385,MEDIUM
912.0,12.723385188296088,18.0,12.293828519168793,17.18300540305763,8.0,0.5288605437311991,4.0,0.14297733383939956,1.7961011834605225,HIGH
843.0,10.411626851195857,23.0,5.00484516325719,19.967479938475545,2.0,0.22102117076055677,7.0,0.24056738320115964,0.48664744860705345,HIGH
431.0,11.63146281636695,1.0,10.050863221575105,36.013700955281465,1.0,0.037027206526741525,5.0,0.061040332558148655,0.0,MEDIUM
90.0,1.2846689612982953,27.0,30.302663450719404,33.16870232505831,5.0,0.3230392018023539,3.0,0.05020160246903688,1.255475465577625,MEDIUM
1165.0,8.403443856060228,9.0,38.72467569550539,33.22751234155852,6.0,0.19509059823512623,3.0,0.1443538741344255,1.7663118347045974,MEDIUM
540.0,3.9756676595122844,18.0,26.326920428396626,70.42912324869646,7.0,0.231771028121227,7.0,0.17392034696172964,0.5886837822217412,MEDIUM
1072.0,3.2172555009225494,39.0,6.226325540268064,111.08157208366045,1.0,0.12467876491304135,9.0,0.743997473221619,4.61352892884455,HIGH
816.0,2.476308561672833,8.0,47.719144387465995,33.64830129435217,2.0,0.19491790752613117,5.0,0.39505160676726125,2.434327774438094,MEDIUM
936.0,16.028730792187595,37.0,31.294319252539324,30.118736547633695,6.0,0.18687853819491232,0.0,0.48075984418643863,0.5899630367532686,HIGH
914.0,24.359192954048535,33.0,40.45680165437764,33.27948027905609,4.0,0.0907058232099617,2.0,0.14862435891632927,1.4383277655091111,HIGH
241.0,4.010666599543295,1.0,13.51628121569634,68.79652771351445,2.0,0.4244708380134198,0.0,0.49265536512697977,0.39880341691615323,MEDIUM
443.0,7.482697423651378,14.0,10.900825268295044,60.98187675753839,5.0,0.5381813558741573,3.0,0.3985009748759147,3.587707443628325,MEDIUM
565.0,7.885591174578565,39.0,35.70150339451819,41.97524850896407,3.0,0.015524053691078989,4.0,0.37938966136654023,1.6420937263129767,HIGH
602.0,6.211144748043526,18.0,5.125831029944311,54.638681403441055,3.0,0.4284224410485065,5.0,0.1275718708508425,0.9731269797535651,MEDIUM
62.0,14.7089785640243,31.0,12.515538654603235,34.697613729028944,6.0,0.042669853612708475,3.0,0.2891890961543573,4.218478958083304,MEDIUM
660.0,8.137632828125206,36.0,24.85480658517265,29.219098067574706,2.0,0.18158561889985167,8.0,0.22353183225853834,3.5242725134700894,HIGH
193.0,5.537751618639163,0.0,14.16439867444971,26.284007619426824,5.0,0.2699055444651962,7.0,0.39837079333290226,2.6413321725301433,MEDIUM
894.0,5.122788049275291,29.0,33.950721767701054,40.91221485765593,2.0,0.2718190562225319,0.0,0.07509222314733227,9.090623144074627,HIGH
822.0,4.232622192039443,36.0,20.798500042749126,31.040732888727113,0.0,0.2783587285911491,4.0,0.2709963432106516,5.331007301384582,HIGH
1107.0,0.1313861440226558,23.0,6.516775756281692,23.888228012756024,7.0,0.021863220256495144,2.0,0.18922694178034447,5.65394752726165,MEDIUM
896.0,4.6802295037441635,38.0,26.113753694438103,44.76700828820532,6.0,0.0,3.0,0.39251267061554873,6.741323520974697,MEDIUM
446.0,5.15766741361508,27.0,3.888007521043404,32.9052260659721,4.0,0.15117185664335436,1.0,0.43543250849152154,5.765759026721188,MEDIUM
1161.0,6.494661962861363,25.0,14.276662511567238,70.00116255078908,5.0,0.3263024613948084,8.0,0.4004404689713396,5.596963935408526,HIGH
498.0,1.435598824856845,4.0,21.30224983701703,48.99962498191216,7.0,0.3920158225564983,9.0,0.16808667252123566,1.764754919181171,MEDIUM
397.0,8.774006602852607,31.0,42.65301645258907,94.82412791843709,7.0,0.03079023669342954,5.0,0.3196932169840814,3.1617360023966876,MEDIUM
1087.0,6.833172722389761,34.0,29.11228610926777,51.56129592379122,7.0,0.11746965988517141,1.0,0.2222307853366493,4.3073529002632185,MEDIUM
450.0,6.734643086059801,13.0,21.25412524433014,39.24681216329483,8.0,0.34205887027733045,9.0,0.2147320543413539,0.3115209642817848,MEDIUM
100.0,9.650268089283545,6.0,30.51471574956272,64.54601768182971,6.0,0.16440978165013348,2.0,0.42336766240469376,2.6213478514384265,LOW
568.0,2.1356717738083555,22.0,35.356654024797685,89.26579812336104,1.0,0.35506109129519875,0.0,0.6083553989926948,6.849680351382909,HIGH
956.0,8.5530955129469,37.0,13.197612313452273,15.805435608154392,4.0,0.27783707941566904,9.0,0.0319592002404575,2.443991143085661,HIGH
235.0,5.089513111356355,29.0,20.776204024443434,64.9108775578051,6.0,0.2044535639668807,3.0,0.1281219195813861,0.0,MEDIUM
560.0,11.989499502546352,32.0,20.243509328967647,40.85274767540749,4.0,0.06577140530989714,1.0,0.3712087733767356,0.0,HIGH
164.0,3.787701690883328,22.0,54.59424129238963,51.994442425060285,3.0,0.2699690515755776,2.0,0.11487691590488906,2.345405999486182,MEDIUM
826.0,11.140499389940542,16.0,0.0,92.8676123491594,4.0,0.03211330308736743,1.0,0.18443077045532547,3.388048774174218,HIGH
576.0,12.58886060848728,12.0,23.26644653588127,42.569449831046576,2.0,0.3344529579826393,4.0,0.1060018191423354,3.2521518460359014,HIGH
402.0,8.04216108294477,32.0,32.04606823357027,34.987851857460136,0.0,0.20418551644855742,1.0,0.3729638131584474,2.388799354852642,MEDIUM
280.0,3.550630651532695,25.0,31.683710841798142,40.06750575986247,7.0,0.5020506859266137,1.0,0.15726789507548553,5.846963223471888,HIGH
681.0,0.06531677165964966,29.0,7.797975374161952,91.4085496566032,8.0,0.17209180003146718,0.0,0.4203433302471245,0.14904894340039654,MEDIUM
807.0,7.619021398165284,33.0,10.337577508016919,48.83090746665545,5.0,0.4277176554145542,9.0,0.558647010033722,0.6518938022502522,HIGH
1128.0,12.028071043881022,39.0,24.264664623928184,42.61979805921426,5.0,0.14639114051929042,4.0,0.1024328339885997,2.449758119390599,HIGH
530.0,9.37218778614244,33.0,37.239231763066215,86.15597452331735,8.0,0.04011661304477552,5.0,0.18139564597060856,3.9203804441327756,MEDIUM
201.0,12.536141228354074,17.0,49.62366754937864,37.32695187152352,6.0,0.13518322437148178,7.0,0.37605240359839087,4.444873422630041,HIGH
1000.0,4.737317760868574,5.0,6.126476276115904,28.370896727017993,2.0,0.14645100595827598,0.0,0.5184863335326072,1.703814562494869,MEDIUM
759.0,5.386857160577229,22.0,13.958808297338253,100.51997898620914,4.0,0.12949624133017829,8.0,0.1926899963121848,3.4456506734123966,MEDIUM
843.0,2.8694175389732064,17.0,37.35694121030392,36.15246760506582,1.0,0.4491611545498492,2.0,0.1478939841428333,0.8759703745272156,HIGH
125.0,20.236707383967246,37.0,16.737801390223904,20.78135077764677,4.0,0.16232205935087218,9.0,0.027498671726649063,1.1420812350196679,HIGH
381.0,1.1223336527215464,1.0,35.16354249873231,99.70970425612968,5.0,0.06059799897206513,2.0,0.2388638697449544,3.3475114871449185,MEDIUM
923.0,11.832267639239564,34.0,16.549348140115733,63.623147445940575,3.0,0.13530774804962256,8.0,0.0022366855887910606,3.5475615939175777,HIGH
1000.0,8.303648463063118,25.0,22.55705981661483,40.7861667911349,7.0,0.08069782089301744,0.0,0.15853706986467522,2.591831527563585,MEDIUM
527.0,12.646752216419912,2.0,17.539570283077758,124.33057526459068,9.0,0.33075106169024737,8.0,0.2058604834456909,3.05077845891985,HIGH
967.0,2.850659357637758,9.0,23.537456623595634,32.2693684011207,5.0,0.14673898648891626,6.0,0.6606319506545472,3.2097689353291905,MEDIUM
1011.0,5.64245208280022,2.0,25.72500002947507,56.980308049830484,3.0,0.013183817449752286,8.0,0.4767259632017392,3.2130220049528635,MEDIUM
471.0,9.533150643939182,37.0,0.0,53.67081476325487,4.0,0.08967682229609539,0.0,0.5156604612029382,1.539216081900444,MEDIUM
1078.0,6.049996174241745,25.0,23.39334893724969,87.23415319405146,0.0,0.08867832693640412,0.0,0.6259063344308067,0.25074243526157286,MEDIUM
353.0,8.54583820076613,24.0,40.467448526107326,36.16889560745534,6.0,0.28143414959687574,5.0,0.3476247233043281,1.9618567471247519,MEDIUM
295.0,6.796991701795951,20.0,17.143222731967864,99.70691184626284,2.0,0.20690732849369126,2.0,0.3011521709891454,11.727333891319084,MEDIUM
822.0,5.944171877519774,16.0,0.0,117.55579284113276,5.0,0.26221954759863136,4.0,0.2430545636068628,4.605447926595546,HIGH
767.0,5.086354267594376,6.0,20.582556764072013,79.40152140704917,7.0,0.0005949448133879404,7.0,0.3250369212288223,0.07435791232008881,MEDIUM
176.0,14.85799689348795,29.0,11.46541147034936,29.858086516395872,6.0,0.17197324969473005,0.0,0.20139107624166097,1.7356887616867538,MEDIUM
1000.0,6.482481015619813,5.0,33.47042851915307,47.913007642701544,5.0,0.17207412470405473,3.0,0.6100382912639557,0.6452622030403499,MEDIUM
247.0,2.8554476882703654,8.0,56.088843840890426,56.26772517402558,7.0,0.2506915601879426,7.0,0.035665060999877,3.699718736089347,MEDIUM
967.0,4.255789719086836,39.0,21.33922840458719,52.58208662485088,1.0,0.09102341435364826,8.0,0.024777506485127294,1.085847399075888,HIGH
18.0,12.892002348885992,3.0,22.022782570200615,26.706234497936762,9.0,0.2475609353599219,1.0,0.28658038611767483,2.1204458732514953,MEDIUM
958.0,8.74457572847712,38.0,39.817031193877554,60.779043323126444,5.0,0.2628271164157547,6.0,0.1558065869170753,4.306310680766019,HIGH
946.0,19.842623533142635,3.0,16.0382610115153,49.83285715286431,2.0,0.3487521565278138,8.0,0.252464499602054,5.452621254137677,HIGH
938.0,19.71744209135354,19.0,34.37843622427028,39.73469891125724,0.0,0.1517607343672463,0.0,0.06636292204189935,1.0877763268768461,HIGH
801.0,1.0062593035231489,23.0,34.201597148573484,41.65187698680448,6.0,0.30567437124843855,0.0,0.48831327986600276,2.8581491250492834,HIGH
571.0,7.292069070023031,4.0,33.910814580111015,126.70294091559623,5.0,0.2789784292239566,7.0,0.32286662001607846,0.1890950081608459,HIGH
849.0,2.192129252420422,35.0,26.52076568536266,79.99851900001184,6.0,0.3781962487954002,8.0,0.1596790290758233,3.605991982273644,HIGH
339.0,10.161949774032824,38.0,20.991247192154983,23.176360860752006,0.0,0.3882235659522803,4.0,0.3214657881153872,3.5777873600630667,HIGH
939.0,18.632617009563724,8.0,16.331361370472948,39.94927500575798,2.0,0.3134842880821323,0.0,0.3426581741586734,3.203563863471965,HIGH
671.0,11.108384236673267,8.0,15.955062014464135,72.73451404434444,6.0,0.0688876638944387,5.0,0.399038540317166,1.5272034152804521,MEDIUM
556.0,4.387911502637095,30.0,48.24000656442916,80.97159141551822,9.0,0.021378965701295993,8.0,0.29796846361574103,0.7150648528634824,HIGH
611.0,10.06149993831494,14.0,15.07857369862921,51.87037318278694,5.0,0.13659952525777636,1.0,0.5015697065944784,1.3395624002483526,MEDIUM
686.0,10.428363710435546,1.0,18.3699233490599,23.880722410628067,7.0,0.07220097068109474,2.0,0.2400775320252938,1.7220595753865318,MEDIUM
54.0,11.152569500501809,30.0,28.838151942607997,22.552052990783217,9.0,0.2982480014725842,4.0,0.35775319448007387,1.7305405377994056,MEDIUM
176.0,3.545567800041276,14.0,28.299917908346206,60.155024400543894,2.0,0.11899671536336488,8.0,0.5279892566391094,5.19943098187844,MEDIUM
302.0,4.450653985066225,16.0,29.16991853588597,35.57689228909662,4.0,0.10949140679306395,3.0,0.23424523879152323,3.9334739745366627,MEDIUM
146.0,6.668461576405649,26.0,15.536819555203014,26.164075198370018,9.0,0.255743056150561,2.0,0.232373594885638,1.5313516441348065,MEDIUM
533.0,6.736206628236144,23.0,26.27628760543847,35.481082905937825,7.0,0.13034755181151134,1.0,0.28376987472962695,0.28479237433207905,MEDIUM
805.0,9.369153006043947,33.0,31.38506971426653,24.70054762653668,2.0,0.14267890192194696,9.0,0.27142556676954477,0.9393619298641981,HIGH
788.0,7.481524532139327,31.0,19.596791516462265,49.14594192561471,2.0,0.049453190692057905,5.0,0.1786650677216656,3.268151789700417,MEDIUM
570.0,7.887439454035486,37.0,23.962012235066595,38.34940147387049,2.0,0.3170034810625754,4.0,0.16663941036926636,1.1447425947466277,HIGH
1027.0,10.629999310327834,36.0,18.817137052510002,85.17993502598912,3.0,0.440611678259594,0.0,0.20213853362155626,0.0,HIGH
682.0,0.0,25.0,21.343206535628738,25.305273870228664,0.0,0.06473834541415399,2.0,0.24640203852959178,0.0,MEDIUM
104.0,2.4618489563105426,22.0,34.63473748639369,37.505484135180254,0.0,0.2705348966612935,0.0,0.11382485862219194,3.672824780894346,MEDIUM
920.0,18.608766231280683,18.0,44.91790166854065,44.83928070185054,1.0,0.026677949869355913,0.0,0.2518289958119851,1.892150416480646,HIGH
693.0,9.972521698903428,26.0,28.22471831645198,46.68363343132112,9.0,0.13954630558715575,3.0,0.12330434316310164,1.3873804331312645,MEDIUM
765.0,6.856334766853444,2.0,67.7196842012997,62.02522905072628,0.0,0.048278785186295296,4.0,0.40023541849552613,3.6589559711223494,MEDIUM
682.0,8.157677815141325,16.0,15.555084005096385,27.89497601637322,8.0,0.23755194589433948,1.0,0.23830215466917326,0.32509552190287994,MEDIUM
668.0,14.597076395605121,11.0,12.607518177502149,52.49220226521982,9.0,0.16322664396739459,3.0,0.1617913243420283,0.0,MEDIUM
117.0,4.63583436235247,22.0,40.72494292363527,45.419437235935014,3.0,0.2839104645122881,9.0,0.3042785833309348,1.9567602961314274,MEDIUM
675.0,11.267453072639736,36.0,15.21195192218574,64.69503472840468,8.0,0.23762018155267794,3.0,0.1368989375806388,0.6159561589834303,HIGH
955.0,10.806256288186185,19.0,12.072017751465426,37.89779829628675,6.0,0.13421093385158575,2.0,0.14413704255610382,0.8865835759820895,HIGH
371.0,6.895873901378334,23.0,25.625961160386943,76.95866801996038,6.0,0.0921607778262187,9.0,0.27227133175411006,0.0,MEDIUM
727.0,4.58899035328533,16.0,17.91385547205204,26.3730910675782,9.0,0.05049280494733207,9.0,0.08974253121117874,0.7307226135699676,MEDIUM
46.0,17.515900725359387,13.0,20.529723844679072,60.01110005134965,3.0,0.06678586838084091,1.0,0.21347923129924273,2.871669893442286,MEDIUM
423.0,19.07768702731656,27.0,9.376251576134283,67.85526903520737,3.0,0.0557654365289681,6.0,0.4574012239906278,0.3454209739084918,HIGH
529.0,12.807621522271653,9.0,24.85750126537611,11.084993241539557,7.0,0.17478968129377212,3.0,0.22428355551371928,5.705586377119842,HIGH
1179.0,4.236054385198293,35.0,27.401308620810575,60.69879761733909,5.0,0.02884984285031629,9.0,0.12811868305826649,3.8553192034571153,MEDIUM
265.0,0.29849512190650496,4.0,0.0,40.68042111082903,4.0,0.2371653813818928,1.0,0.19503485693912087,4.22265815885711,MEDIUM
339.0,4.428210998748305,8.0,23.60564208086279,47.19096455510631,8.0,0.2475621772728397,5.0,0.5298142947775938,3.415128535478876,LOW
496.0,4.663310621549561,30.0,21.1645710497555,84.21902965080636,9.0,0.14465800899032383,8.0,0.317444311820137,1.335490216439334,MEDIUM
1191.0,19.198157650133627,3.0,13.68000582550655,42.718624343913206,1.0,0.110011855338331,9.0,0.5926922897156233,5.485321526916431,HIGH
1025.0,3.8621775369738547,16.0,29.926615859062238,30.091242623822723,0.0,0.0445626171356727,2.0,0.10844289755385486,3.442874190583538,MEDIUM
51.0,4.869916543369831,15.0,20.062364010882746,58.3296671734489,7.0,0.08354090745441127,4.0,0.3387137132467859,1.1253712721333557,LOW
288.0,9.74688054227775,37.0,38.46745972702684,47.69429970085817,0.0,0.04591194892378631,8.0,0.4179352359519183,5.3526471573808525,HIGH
987.0,4.6387069305295014,6.0,15.530427720285154,43.187740664943064,7.0,0.061517726953956076,2.0,0.1652439303560183,2.232951502288259,MEDIUM
79.0,15.242606289723081,18.0,5.387467419032671,41.01014382111778,3.0,0.5181007930074207,1.0,0.010282525961391455,3.7387397784802054,HIGH
1028.0,10.067654455547782,18.0,6.976383177391771,63.44162827426257,0.0,0.1134432495207354,7.0,0.26653542232240185,5.227622526033522,HIGH
344.0,7.219670258691293,32.0,21.362779474444814,52.28097221804457,8.0,0.08188419256763049,7.0,0.11114895843717106,1.5069768185897443,MEDIUM
1102.0,13.22532680469266,21.0,12.362491295882363,43.49507666732088,9.0,0.0720520895893781,0.0,0.6857336919099123,3.4031697545428643,HIGH
359.0,2.5006277131473724,5.0,22.469940576620807,50.497266840791156,6.0,0.0770488912286427,7.0,0.19867038647972163,4.284964211793353,MEDIUM
526.0,17.85635637720312,34.0,37.37807629915993,41.56078926515709,7.0,0.27227566615057847,9.0,0.5253931242241079,1.1695814149329724,HIGH
797.0,4.717113331382423,6.0,39.08920585965175,60.86143686482268,3.0,0.5536937939710479,2.0,0.24052456402616948,2.2070539179574036,MEDIUM
160.0,4.8430037695429355,27.0,0.0,52.9735627478559,4.0,0.10849133645014801,7.0,0.17252683629015328,0.0,MEDIUM
672.0,0.4229954473798798,10.0,15.47912395316525,89.76210124216102,0.0,0.26981183617965926,7.0,0.41845413734347836,2.8724540556994387,MEDIUM
610.0,9.657425926915408,4.0,23.003175959243176,31.67630677080436,0.0,0.43452882780708013,8.0,0.1261083841493402,0.0,MEDIUM
942.0,8.601489096206738,7.0,40.99877350426109,36.41447713021763,5.0,0.040662041981186156,9.0,0.21511603328246542,0.07870292436335037,MEDIUM
1195.0,16.550363292572236,37.0,20.060843490628674,48.447870570907185,3.0,0.09732107160943325,3.0,0.37298346445128244,0.0,HIGH
800.0,6.963222925588111,39.0,20.087039227865468,42.58881404139008,5.0,0.09557057442712315,0.0,0.40471829414534227,0.0,MEDIUM
496.0,4.063549928727665,24.0,33.44276459170798,40.13282145136557,5.0,0.12453658408236284,2.0,0.31273302826745975,1.1152054381994754,MEDIUM
493.0,10.40641706716691,32.0,32.090142833309486,22.724279335666353,0.0,0.10051867486917562,0.0,0.2585669954208969,4.4901850477282395,HIGH
507.0,2.4832762231863517,36.0,0.0,75.04598958012804,9.0,0.26248300846465344,9.0,0.526483598871706,3.337427912967506,HIGH
978.0,9.88035021666439,13.0,2.115958228585402,29.8688830572776,8.0,0.09302183139522507,5.0,0.27922996548311896,3.3814952311631536,MEDIUM
392.0,0.0,30.0,9.696428687368815,37.9893442222131,0.0,0.06808668520428995,6.0,0.07199968166470906,1.98397484302478,MEDIUM
208.0,14.908777829323363,20.0,14.450984725193127,21.758700183961988,7.0,0.25061896621704344,0.0,0.4463696096035649,0.7319507509869911,HIGH
407.0,8.446838291912622,6.0,19.514145754354942,118.04058690009094,1.0,0.12648381262408448,0.0,0.19389479860461495,1.6748863564643401,LOW
37.0,4.600442927541884,21.0,0.5733158490870012,30.927913937493656,4.0,0.07645755981496447,1.0,0.24993047239355906,3.740908457362628,LOW
136.0,17.026372094133723,1.0,49.15097035338716,46.950554557246,4.0,0.11902812161071823,4.0,0.08226905737197998,1.6947565234721722,HIGH
117.0,13.859603749615891,24.0,43.101260345439044,37.75769977701012,1.0,0.21329837705906177,4.0,0.4456710682934425,3.387888846944361,HIGH
928.0,4.429319936032229,10.0,36.580815859182096,51.03190892764553,4.0,0.3105491618314352,1.0,0.20446053793596153,1.6930843514214065,MEDIUM
869.0,12.566984161969975,4.0,74.43850445156262,102.14006885027939,5.0,0.37202924596757053,4.0,0.5818776165503804,1.8132933807055558,HIGH
839.0,9.200834955883145,28.0,20.93274283983024,23.93196451145505,3.0,0.41004058712116576,9.0,0.08985328998442874,3.595019316133825,HIGH
559.0,4.271064375376078,13.0,26.427998390182246,48.16834019155439,6.0,0.23855189925417022,8.0,0.3930331304593227,2.6988316930581107,MEDIUM
863.0,9.842172552579468,17.0,33.21923027555628,34.57197020695946,2.0,0.08685487078654791,8.0,0.3925658098442433,1.5073332272400177,HIGH
201.0,17.924400962868912,3.0,26.3701269600637,43.73294448185794,9.0,0.24197340769224543,0.0,0.29392644037856813,1.8652597685893093,HIGH
1081.0,4.857920155159701,3.0,21.09625005786664,36.10159300011475,8.0,0.04096594739324996,4.0,0.0793352598131695,2.443441427606442,MEDIUM
606.0,8.266514574175094,36.0,11.785493500109405,20.997148568695565,2.0,0.050699245093256344,5.0,0.1345604622501293,3.1605021376328413,MEDIUM
1126.0,9.100364005133798,23.0,16.67505075255792,50.34956852504876,4.0,0.429400527126513,4.0,0.2593662310843368,2.145637484708729,MEDIUM
191.0,5.105013371565029,16.0,11.483297975181499,65.65782313138428,7.0,0.1792138385788284,1.0,0.14264906790759432,3.6919527836189188,LOW
601.0,4.047479975603977,26.0,29.412274198619784,35.27507399685002,4.0,0.06860741497325006,3.0,0.19469263056593217,2.2135197382699316,MEDIUM
838.0,9.7316226853921,29.0,10.426923950318718,74.68130438995618,5.0,0.30170412943298086,2.0,0.31042316410357784,1.2261446623203875,MEDIUM
599.0,5.865132031655793,4.0,32.698031176504095,75.2118674382679,7.0,0.1573860097386988,3.0,0.45992636478675475,3.169951961344416,MEDIUM
540.0,5.504261993102477,36.0,54.46823596858335,65.70358300855172,0.0,0.0,7.0,0.27323415606726675,2.4015060942323574,HIGH
207.0,1.5492455040451278,26.0,64.12436092753698,70.98727026846224,5.0,0.20556186656931313,3.0,0.2198589721815701,7.465308226576065,MEDIUM
463.0,13.7115784681287,12.0,57.835848990582484,57.6282512220227,8.0,0.23079803113589625,7.0,0.11005152868771287,4.699725878914694,HIGH
294.0,6.558998658385084,10.0,61.8929061902054,70.38275680722917,5.0,0.00878291006474483,8.0,0.4523337782934321,4.001139429051635,MEDIUM
368.0,17.01527692840702,3.0,33.76011110642737,29.226573520662257,5.0,0.19022587993167997,3.0,0.08800853742687491,0.7388009769699737,HIGH
823.0,3.521409646398237,10.0,3.982022518221573,33.55683091130378,7.0,0.17199830510989939,9.0,0.3637758183021432,2.489883895195221,MEDIUM
